Placement,Placement url,Type,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
"Mobile App: Ludo (Google Play), by Yarsa Games",https://play.google.com/store/apps/details?id=io.yarsa.games.ludo,Mobile application,0,15,0.00%,USD, --,0.00,0.00,0.00,0.00%
gif-vif.com,http://gif-vif.com,Site,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Drop The Number : Merge Game (Google Play), by SUPERBOX.INC",https://play.google.com/store/apps/details?id=com.superbox.aos.fire2048,Mobile application,1,10,10.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Real Commando Secret Mission - Free Shooting Games (Google Play), by GAMEXIS",https://play.google.com/store/apps/details?id=com.fun.games.commando.black.shadow,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Milky Match : Peko Puzzle Game (Google Play), by SUPERBOX.INC",https://play.google.com/store/apps/details?id=com.superbox.aos.pekomatch,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Paint By Number - Free Coloring Book & Puzzle Game (Google Play), by Better Life - Color and Draw",https://play.google.com/store/apps/details?id=paint.by.number.pixel.art.coloring.drawing.puzzle,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Body Editor - Body Shape Editor, Slim Face & Body (Google Play), by Simple Design Ltd.",https://play.google.com/store/apps/details?id=breastenlarger.bodyeditor.photoeditor,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Soap Cutting - Satisfying ASMR (Google Play), by Crazy Labs by TabTale",https://play.google.com/store/apps/details?id=com.crazylabs.soap.cutting,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
matkaparivar.in,http://matkaparivar.in,Site,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Document Scanner - PDF Creator (Google Play), by Lufick",https://play.google.com/store/apps/details?id=com.cv.docscanner,Mobile application,0,13,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: PLAYit - A New Video Player & Music Player (Google Play), by Yuvadvance Internet Private Limited",https://play.google.com/store/apps/details?id=com.playit.videoplayer,Mobile application,3,31,9.68%,USD,0.01,0.03,0.00,0.00,0.00%
cinemapettai.com,http://cinemapettai.com,Site,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle - Jewels World (Google Play), by Ivy",https://play.google.com/store/apps/details?id=com.blockpuzzle.jewels.legend,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Recover Deleted Pictures, Photos, Videos And Files (Google Play), by Apps Resolute",https://play.google.com/store/apps/details?id=com.Aas.RecoverPhotos,Mobile application,1,6,16.67%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Marathi Status 2020 - DP, Jokes, Video, SMS, Photo (Google Play), by Parth MobiSoft",https://play.google.com/store/apps/details?id=com.parthmobisoft.newmarathistatus,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bubble Champion (Google Play), by Bubble Shooter Artworks",https://play.google.com/store/apps/details?id=champion.bubble,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
wakamics.com,http://wakamics.com,Site,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Neon Butterflies Keyboard (Google Play), by Launcher 2020 - Themes & Keyboard Apps",https://play.google.com/store/apps/details?id=com.jb.gokeyboard.theme.twneonbutterflieskeyboard,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
mobileapp::2-com.block.puzzle.game.hippo.mi,https://play.google.com/store/apps/details?id=com.block.puzzle.game.hippo.mi,Mobile application,4,94,4.26%,USD,0.01,0.04,0.00,0.00,0.00%
"Mobile App: Solitaire (iTunes App Store), by Mobilityware",https://itunes.apple.com/us/app/id359917414,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fruits Link (Google Play), by Lê Khả Phiêu",https://play.google.com/store/apps/details?id=com.phieu.kha.le.fruitslink,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Document Manager and File Viewer (Google Play), by Mega Sticker Maker",https://play.google.com/store/apps/details?id=com.document.manager.filedocumentmanager,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Iron Superhero War: Battle & Rescue (Google Play), by Fun Storm Games",https://play.google.com/store/apps/details?id=com.fss.iron.superhero.war.battle,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Girl Squad - BFF in Style (Google Play), by Coco Play By TabTale",https://play.google.com/store/apps/details?id=com.cocoplay.girlssquad,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
aajtak.in,http://aajtak.in,Site,5,90,5.56%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: Word Free Time - Crossword Puzzle (Google Play), by Best Word Games",https://play.google.com/store/apps/details?id=com.puzzle.word.wordfreetime.gp,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Moy 5 - Virtual Pet Game (iTunes App Store), by Frojo Apps AB",https://itunes.apple.com/us/app/id1151544821,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Ludo King™ (Google Play), by Gametion Technologies Pvt Ltd",https://play.google.com/store/apps/details?id=com.ludo.king,Mobile application,8,535,1.50%,USD,0.01,0.08,0.00,0.00,0.00%
"Mobile App: Tap Color Lite - Free Paint by Number for Adults (Google Play), by Puzzle Saga Studio",https://play.google.com/store/apps/details?id=coloring.color.number.happy.paint.art.drawing.puzzle,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: PIP Video Maker - Photo Video Maker with Music (Google Play), by Magic.ly",https://play.google.com/store/apps/details?id=com.pipvideomaker.picinpic.photoslideshow.photovideomaker,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Space Master 2020 (Google Play), by appNextG",https://play.google.com/store/apps/details?id=com.appnextg.cleaner,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: HD Video Player (Google Play), by Simple Design Ltd.",https://play.google.com/store/apps/details?id=videoplayer.videodownloader.hdvideoplayer,Mobile application,3,47,6.38%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Little Krishna (Google Play), by Zapak Mobile Games Pvt. Ltd",https://play.google.com/store/apps/details?id=com.zapak.littlekrishnarunner,Mobile application,2,10,20.00%,USD,0.02,0.03,0.00,0.00,0.00%
"Mobile App: Shoot Ball Fruit Splash (iTunes App Store), by Bosi Lv",https://itunes.apple.com/us/app/id1404715677,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Word Cookies!® (Google Play), by BitMango",https://play.google.com/store/apps/details?id=com.bitmango.go.wordcookies,Mobile application,1,8,12.50%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Drag n Merge: Bubble (Google Play), by Metajoy",https://play.google.com/store/apps/details?id=com.metajoy.puzzlegame.dnmbubble,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Guide for Mobile Legend Bang Walktrough (Google Play), by Lachica Ong",https://play.google.com/store/apps/details?id=com.lachiccaong.guidemobilelegends,Mobile application,3,2,150.00%,USD,0.02,0.05,0.00,0.00,0.00%
accuweather.com,http://accuweather.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: AIO Phone Booster (Google Play), by AIO TEAM",https://play.google.com/store/apps/details?id=com.happymod.apk,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Rocky Climb (Google Play), by SayGames",https://play.google.com/store/apps/details?id=com.estoty.borntoclimb,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
gaflaquiz.xyz,http://gaflaquiz.xyz,Site,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Tangle Master 3D (Google Play), by Rollic Games",https://play.google.com/store/apps/details?id=com.rollic.tanglemaster3D,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: My Notes - Notepad (Google Play), by KreoSoft",https://play.google.com/store/apps/details?id=net.kreosoft.android.mynotes,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Jalebi - A Desi Adda With Ludo Snakes & Ladders (Google Play), by Moonfrog",https://play.google.com/store/apps/details?id=com.happyadda.jalebi,Mobile application,2,7,28.57%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Talking Ben the Dog (Google Play), by Outfit7 Limited",https://play.google.com/store/apps/details?id=com.outfit7.talkingben,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Hindi News, Latest News, Epaper App - Hindustan (Google Play), by HT Media Ltd",https://play.google.com/store/apps/details?id=com.hindustan.hindinews,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Trending Wallpaper (Google Play), by Micromax Informatics",https://play.google.com/store/apps/details?id=com.micromaxinfo.trendwal,Mobile application,1,21,4.76%,USD,0.01,0.01,0.00,0.00,0.00%
dinamalar.com,http://dinamalar.com,Site,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Radha Krishna Fashion Makeover (Google Play), by IMS Games - Best Games for Kids",https://play.google.com/store/apps/details?id=com.imsgames.radhakrishnafashionmakeover,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bubble Wars (Google Play), by Modular Dreams Incorporated",https://play.google.com/store/apps/details?id=com.modulardreams.bubblewars,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
newspointapp.com,http://newspointapp.com,Site,3,4,75.00%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Bingo (Google Play), by Cross Field Inc.",https://play.google.com/store/apps/details?id=com.crossfield.casinogame_bingo,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Square Fit-Blur Photo Backgroud&Square Pic Editor (Google Play), by Square Photo&Photo Editor Studio",https://play.google.com/store/apps/details?id=photogrid.photocollagemaker.photoeditor.squarepic,Mobile application,0,15,0.00%,USD, --,0.00,0.00,0.00,0.00%
7654soft.com,http://7654soft.com,Site,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Can You Escape this 151+101 Games - Free New 2020 (Google Play), by HFG Entertainments",https://play.google.com/store/apps/details?id=air.com.HFG.CanYouEscapeThis51Games,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Notepad - Write Notes, Checklists & Reminders (Google Play), by Sappalodapps Development",https://play.google.com/store/apps/details?id=com.ztnstudio.notepad,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Music Player - Audio Player with Best Sound Effect (Google Play), by Dreams Room",https://play.google.com/store/apps/details?id=musicplayer.equalizer.bassbooster.theme,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Assamese Keyboard (Google Play), by Abbott Cullen",https://play.google.com/store/apps/details?id=com.mykeyboard.myphotokeyboard.assamesekeyboard,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Mr Detective: Detective Games and Criminal Cases (Google Play), by MindYourLogic",https://play.google.com/store/apps/details?id=com.mindyourlogic.riddle.detective.puzzle.mystery,Mobile application,2,4,50.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Galaxy Drop Heart Keyboard Theme (Google Play), by Colorful Keyboard Theme Designer",https://play.google.com/store/apps/details?id=com.ikeyboard.theme.galaxy.drop.heart,Mobile application,1,1,100.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Video Call Advice and Live Chat with Video Call (Google Play), by DarTush Inc.",https://play.google.com/store/apps/details?id=com.dartushinc.videocall,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Random Video Chat (Google Play), by UTDevelopers",https://play.google.com/store/apps/details?id=com.friendchat.randomvideochatcall,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
freebillionairebooks.net,http://freebillionairebooks.net,Site,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Photo Frames Lab Editor: effects, filter & Collage (Google Play), by APPDEVELOPER202",https://play.google.com/store/apps/details?id=com.ashar.jungledualframes,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Word Crossword Search (Google Play), by WORD GAMES LLC",https://play.google.com/store/apps/details?id=com.word.game.crossword.brain.puzzle.scapes.connect,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Offline Bubbles (Google Play), by Free Bubble Shooter Games",https://play.google.com/store/apps/details?id=bubbles.offline,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Hindi Keyboard-Roman English to Hindi Input Method (Google Play), by Creative Utility Apps",https://play.google.com/store/apps/details?id=com.hindikeyboard.inputmethod.hindilanguageapp.typing,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
dudequiz.com,http://dudequiz.com,Site,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: New Currency NOTE Photo Frame (Google Play), by TOUCHSERIES TECHNOLOGIES",https://play.google.com/store/apps/details?id=com.money.photo.frames,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: hi5 - meet, chat & flirt (Google Play), by Ifwe Inc.",https://play.google.com/store/apps/details?id=com.hi5.app,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: SHAREgo - Share Files & Transfer (Google Play), by TechProof Apps (India)",https://play.google.com/store/apps/details?id=com.techproof.shareall,Mobile application,1,9,11.11%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Cricket Line Guru : Fast Live Line (Google Play), by Cricket Line Guru",https://play.google.com/store/apps/details?id=com.app.cricketapp,Mobile application,0,16,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Divya Himachal (Google Play), by Divya Himachal",https://play.google.com/store/apps/details?id=com.dh.android,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Photo Collage - photo collage maker & Photo Editor (Google Play), by NewX Heights",https://play.google.com/store/apps/details?id=photo.collageeh.frames,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Guide For Free-Free Diamonds 2020 New (Google Play), by supo studio inc",https://play.google.com/store/apps/details?id=com.game.freefire.guide.diamond.free,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
scorenga.com,http://scorenga.com,Site,4,96,4.17%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: MP3 song downloader - Download free music (Google Play), by Audio Down Tech",https://play.google.com/store/apps/details?id=com.mp3musicdownload.musicplayerdownloader,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: ClevCalc - Calculator (Google Play), by Cleveni Inc.",https://play.google.com/store/apps/details?id=com.dencreak.dlcalculator,Mobile application,1,28,3.57%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Noizz-Formerly Biugo, Photo Video Maker, Hot Video (Google Play), by biugo",https://play.google.com/store/apps/details?id=com.yy.biu,Mobile application,0,92,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: DJ Name Mixer Plus - DJ Song Mixer (Google Play), by Finance And Credit Score Apps",https://play.google.com/store/apps/details?id=financeapps.djnamemixer.djsongmixer,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
digitalbots.ai,http://digitalbots.ai,Site,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: All Video Downloader – Free Videos (Google Play), by Deflection Studio",https://play.google.com/store/apps/details?id=com.fastdownloader.freevideo.downloadmanager,Mobile application,1,8,12.50%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Photo Suit Editor & Fashion Suit (Google Play), by Crazy Softech",https://play.google.com/store/apps/details?id=com.photo.suit.editor,Mobile application,3,9,33.33%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Miami Rope Hero Spider Open World Street Gangster (Google Play), by Open World Action Games",https://play.google.com/store/apps/details?id=com.openworldactiongames.ropehero.crime.city,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
mobileapp::2-com.hippogames.ludosaga.mi,https://play.google.com/store/apps/details?id=com.hippogames.ludosaga.mi,Mobile application,0,18,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Word Search (Google Play), by Quarzo Apps",https://play.google.com/store/apps/details?id=com.jdpapps.wordsearch,Mobile application,2,8,25.00%,USD,0.01,0.02,0.00,0.00,0.00%
indiaglitz.com,http://indiaglitz.com,Site,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Photo Editor – Image to Video with Effects (Google Play), by Crazy 4 U",https://play.google.com/store/apps/details?id=com.cfu.photoeffctvdeomkerlvnya.aswini,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Telugu Speech to Text- Telugu Typing Keyboard (Google Play), by Telugu Typing Apps",https://play.google.com/store/apps/details?id=com.telugukeyboard.speechtotext.telugutyping,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Solitaire - Free Classic Solitaire Card Games (Google Play), by Beetles Games Studio",https://play.google.com/store/apps/details?id=beetles.puzzle.solitaire,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Flashlight - Bright LED Light (Google Play), by Flash App Studio",https://play.google.com/store/apps/details?id=com.crusader.flashlight,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Super Jabber Jump (Google Play), by gameone",https://play.google.com/store/apps/details?id=com.gameone.jabbersuperjump,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: All Status Saver for WhatsApp - Status Downloader (Google Play), by Download Status App Studio",https://play.google.com/store/apps/details?id=saveit.whatsappstatussaver.whatsappsaver,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Live Mobile Number Tracker (Google Play), by Zinn App Studio",https://play.google.com/store/apps/details?id=com.zinn.currentmobiletrackerlocation,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Word Farm Cross (Google Play), by BitMango",https://play.google.com/store/apps/details?id=com.bitmango.go.wordsfarmcross,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: PixStun Photo Editor (Google Play), by Pixels Dev Studio",https://play.google.com/store/apps/details?id=com.outthinking.photo,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
dailyforest.com,http://dailyforest.com,Site,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
hsslive.in,http://hsslive.in,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Block Puzzle Legend (Google Play), by Jewel Games Legend",https://play.google.com/store/apps/details?id=blockpuzzle.jewelgames.jewelslegend,Mobile application,0,13,0.00%,USD, --,0.00,0.00,0.00,0.00%
mobileapp::2-com.feiji.ad.project,https://play.google.com/store/apps/details?id=com.feiji.ad.project,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Blast 3D : Triple Tiles Matching Puzzle Game (Google Play), by Teewee Games",https://play.google.com/store/apps/details?id=com.block.blast.puzzle,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
quizdiva.net,http://quizdiva.net,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
mobileapp::2-com.android.thememanager,https://play.google.com/store/apps/details?id=com.android.thememanager,Mobile application,0,48,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Talking Ginger 2 (Google Play), by Outfit7 Limited",https://play.google.com/store/apps/details?id=com.outfit7.gingersbirthdayfree,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: WPS Office - Free Office Suite for Word,PDF,Excel (Google Play), by Kingsoft Office Software Corporation Limited",https://play.google.com/store/apps/details?id=cn.wps.moffice_eng,Mobile application,12,548,2.19%,USD,0.01,0.13,0.00,0.00,0.00%
amarujala.com,http://amarujala.com,Site,0,47,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: AppLock - Awesome App Locker (Google Play), by ECO MOBILE VN",https://play.google.com/store/apps/details?id=com.eco.applockfingerprint,Mobile application,4,4,100.00%,USD,0.01,0.04,0.00,0.00,0.00%
itinsideronline.com,http://itinsideronline.com,Site,1,1,100.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Family photo frame (Google Play), by highsecure",https://play.google.com/store/apps/details?id=com.highsecure.familyphotoframe,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
mobileapp::10002-ca-app-pub-4230211690217916, --,Mobile application,1,10,10.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Wood Block Sudoku Game -Classic Free Brain Puzzle (Google Play), by Beetles Games Studio",https://play.google.com/store/apps/details?id=block.puzzle.sudoku.free.game.classic.offline,Mobile application,0,22,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: AndhraPrabha Official App (iTunes App Store), by Goutam Mootha",https://itunes.apple.com/us/app/id996853315,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fruits Bomb (Google Play), by Mobileguru",https://play.google.com/store/apps/details?id=com.mobileguru.fruitsbomb.free,Mobile application,0,21,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Sms Chatting New Keyboard Theme (Google Play), by New keyboard Theme for Android 2020",https://play.google.com/store/apps/details?id=com.ikeyboard.theme.sms.chatting.new,Mobile application,2,2,100.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Tasbeeh Counter (Google Play), by Trk Studio",https://play.google.com/store/apps/details?id=com.trkstudio.tasbeehcounter,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: John GBA Lite - GBA emulator (Google Play), by John emulators",https://play.google.com/store/apps/details?id=com.johnemulators.johngbalite,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: RRB Railways Exam (Google Play), by Sana Edutech",https://play.google.com/store/apps/details?id=com.sanaedutech.rrb,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: FPS Commando Secret Mission - Free Shooting Games (Google Play), by Hazel Mobile Games",https://play.google.com/store/apps/details?id=com.sgs.antiterrorism.counterattack.commandomissiongame,Mobile application,1,35,2.86%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Ramp Car Stunts Racing - Extreme Car Stunt Games (Google Play), by SOTEC APPS",https://play.google.com/store/apps/details?id=com.nggs.mega.ramps.stunts.driving.challenge,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fast English to Telugu Keyboard-Fast Telugu Typing (Google Play), by 9appstech",https://play.google.com/store/apps/details?id=com.fastTelugukeyboard.typing.easyTelugutext.inputmethod,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Pipa Combate 3D - Kite Flying (Google Play), by Maiworm Digital Strategy",https://play.google.com/store/apps/details?id=br.pipacombate3d.maiworm,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Lokal App - Telugu & Tamil Indian Local News, Jobs (Google Play), by Lokal - Made in India Local News, Local Jobs App",https://play.google.com/store/apps/details?id=get.lokal.localnews,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Candy Bomb (Google Play), by Dream Club",https://play.google.com/store/apps/details?id=com.dreamgame.candybomb,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Applock - Fingerprint Password (Google Play), by TOH Talent Team",https://play.google.com/store/apps/details?id=com.tohsoft.app.locker.applock.fingerprint,Mobile application,1,5,20.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bubble Shooter (Google Play), by Bubble Shooter",https://play.google.com/store/apps/details?id=bubbleshooter.orig,Mobile application,17,"2,227",0.76%,USD,0.01,0.18,0.00,0.00,0.00%
"Mobile App: Status Saver for WhatsApp & Status Downloader (Google Play), by Crazy Softech",https://play.google.com/store/apps/details?id=com.photo.images.video.status.download.app,Mobile application,2,3,66.67%,USD,0.02,0.03,0.00,0.00,0.00%
"Mobile App: Happy Color™ – Color by Number (Google Play), by X-Flow",https://play.google.com/store/apps/details?id=com.pixel.art.coloring.color.number,Mobile application,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Word Cross : Best Offline Word Games Free (Google Play), by Brainit Games",https://play.google.com/store/apps/details?id=cross.word.connect.offline.word.games.wordscapes.puzzle,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
prabhatkhabar.com,http://prabhatkhabar.com,Site,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Magic Bubble Pop (Google Play), by Ilyon",https://play.google.com/store/apps/details?id=pop.bubbles.magics,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Troll Malayalam (Google Play), by GlobalAxiomLabs",https://play.google.com/store/apps/details?id=com.globalaxiomlabs.malayalamtrolls,Mobile application,0,0, --,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle (Google Play), by Block Puzzle Jewel Games",https://play.google.com/store/apps/details?id=blockpuzzle.new1010.jewelgames.puzzlegames,Mobile application,1,22,4.55%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Photo Collage Pro Editor (iTunes App Store), by Zentertain Ltd.",https://itunes.apple.com/us/app/id531357950,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Puzzle Game (Google Play), by Mahjong solitaire mahjongg",https://play.google.com/store/apps/details?id=com.quarterborrowresult.customer,Mobile application,0,17,0.00%,USD, --,0.00,0.00,0.00,0.00%
superdare.site,http://superdare.site,Site,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: G-NetTrack Lite (Google Play), by GyokovSolutions",https://play.google.com/store/apps/details?id=com.gyokovsolutions.gnettracklite,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Voice Search (Google Play), by DEETHU94 Inc.",https://play.google.com/store/apps/details?id=com.deethu94.VOICESEARCHQRSCAN,Mobile application,3,2,150.00%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Sticker Maker - Photo Stickers for WAStickerApps (Google Play), by 9D Technology",https://play.google.com/store/apps/details?id=stickermaker.wastickerapps.newstickers,Mobile application,0,23,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: WhatsDeleted: Recover Deleted Messages (Google Play), by Q4U Mobile Apps",https://play.google.com/store/apps/details?id=com.q4u.vewdeletedmessage,Mobile application,2,32,6.25%,USD,0.01,0.03,0.00,0.00,0.00%
